# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr 29 13:02:40 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_radj_reflink not like '%calculated value%'
# CONSTRAINT:  and pl_bmasse_reflink not like '%calculated value%'
# CONSTRAINT:  and pl_bmassprov not like '%calculated value%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radj_reflink: Planet Radius Reference
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasse_reflink: Planet Mass or Mass*sin(i) [Earth Mass] Reference
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_radj_reflink,pl_bmasse,pl_bmasse_reflink,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
105,CoRoT-30 b,CoRoT-30,1,1,Transit,2020,CoRoT,0,9.06005000,0.084400,11.310,1.009,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute et al. 2020</a>,921.70700,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute et al. 2020</a>,2.90000,Mass,0.007000,,,0,G3 V,5650.00,0.91,0.98,0.020,[Fe/H],4.40,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1032.2300000,15.5710000,13.5620000,15.4130000
106,CoRoT-31 b,CoRoT-31,1,1,Transit,2020,CoRoT,0,4.62941000,0.058600,16.365,1.460,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute et al. 2020</a>,266.97720,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute et al. 2020</a>,0.84000,Mass,0.020000,,,0,G2 IV,5700.00,2.15,1.25,0.000,[Fe/H],3.85,06h19m16.98s,94.8207350,-04d25m20.27s,-4.4222978,2005.7600000,15.4790000,13.4260000,15.4655000
107,CoRoT-35 b,CoRoT-35,1,1,Transit,2022,CoRoT,0,3.22748000,0.042900,18.831,1.680,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,349.61125,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,1.10000,Mass,0.000000,,1747,1,F6 V,6390.00,1.65,1.01,-0.500,[Fe/H],4.01,19h17m15.44s,289.3143526,-02d46m28.95s,-2.7747085,1123.2100000,15.6350000,12.9350000,15.2625000
108,CoRoT-36 b,CoRoT-36,1,1,Transit,2022,CoRoT,0,5.61653100,0.066000,15.805,1.410,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,216.12332,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,0.68000,Mass,0.000000,,1567,0,F3 V,6730.00,1.52,1.32,-0.100,[Fe/H],4.16,18h31m00.24s,277.7510149,+07d11m00.05s,7.1833465,925.9580000,13.1260000,11.5920000,12.9515000
109,CoRoT-4 b,CoRoT-4,1,1,Transit,2008,CoRoT,0,9.20205000,0.090000,13.340,1.190,<a refstr=MOUTOU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...488L..47M/abstract target=ref> Moutou et al. 2008 </a>,228.83000,<a refstr=MOUTOU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...488L..47M/abstract target=ref> Moutou et al. 2008 </a>,0.72000,Mass,0.000000,203.95,1074,0,,6190.00,1.17,1.16,0.050,,4.41,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.4120000,13.6520000,12.2880000,13.5613000
110,CoRoT-5 b,CoRoT-5,1,1,Transit,2009,CoRoT,0,4.03789620,0.049470,15.558,1.388,<a refstr=RAUER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..281R/abstract target=ref> Rauer et al. 2009 </a>,148.42000,<a refstr=RAUER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..281R/abstract target=ref> Rauer et al. 2009 </a>,0.46700,Mass,0.090000,786.29,1438,0,F9 V,6100.00,1.19,1.00,-0.250,[M/H],4.19,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.4720000,14.0430000,12.5460000,13.9021000
111,CoRoT-6 b,CoRoT-6,1,1,Transit,2009,CoRoT,0,8.88659300,0.085500,13.068,1.166,<a refstr=FRIDLUND_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..14F/abstract target=ref> Fridlund et al. 2010 </a>,940.74000,<a refstr=FRIDLUND_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..14F/abstract target=ref> Fridlund et al. 2010 </a>,2.96000,Mass,0.100000,,1017,0,F9 V,6090.00,1.03,1.05,-0.200,[Fe/H],4.43,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.2940000,13.9610000,12.1190000,13.7459000
112,CoRoT-7 b,CoRoT-7,1,3,Transit,2009,CoRoT,0,0.85359163,0.017016,1.681,0.150,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.07661,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.01283,Mass,0.000000,,1756,0,G9 V,5275.00,0.83,0.82,0.050,[Fe/H],4.50,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000,11.7280000,9.8060000,11.5239000
115,CoRoT-8 b,CoRoT-8,1,1,Transit,2010,CoRoT,0,6.21229000,0.063000,6.390,0.570,<a refstr=BORDE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..66B/abstract target=ref> Borde et al. 2010 </a>,69.92000,<a refstr=BORDE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..66B/abstract target=ref> Borde et al. 2010 </a>,0.22000,Mass,0.000000,,870,0,K1 V,5080.00,0.77,0.88,0.300,[M/H],4.58,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.0370000,14.7920000,11.4630000,14.2195000
116,CoRoT-9 b,CoRoT-9,2,1,Transit,2009,CoRoT,0,95.27265600,0.402100,11.949,1.066,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...603A..43B/abstract target=ref>Bonomo et al. 2017</a>,266.97720,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...603A..43B/abstract target=ref>Bonomo et al. 2017</a>,0.84000,Mass,0.133000,,420,0,G3 V,5625.00,0.96,0.96,-0.010,[Fe/H],4.54,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,412.9800000,13.6370000,11.6880000,13.5008000
117,CoRoTID 223977153 b,CoRoTID 223977153,1,1,Transit,2017,CoRoT,0,6.71837000,0.071000,6.389,0.570,<a refstr=BOUFLEUR_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473..710B/abstract target=ref>Boufleur et al. 2018</a>,47.67450,<a refstr=BOUFLEUR_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473..710B/abstract target=ref>Boufleur et al. 2018</a>,0.15000,Mass,,132.26,938,0,G0 VI,5970.00,0.79,1.08,0.000,[Fe/H],4.67,06h40m46.84s,100.1951714,+09d15m26.62s,9.2573953,576.6830000,13.6260000,12.1930000,13.5867000
120,DH Tau b,DH Tau,1,1,Imaging,2004,Subaru Telescope,0,,330.000000,30.264,2.700,<a refstr=ZHOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783L..17Z/abstract target=ref>Zhou et al. 2014</a>,3496.00000,<a refstr=PATIENCE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...540A..85P/abstract target=ref> Patience et al. 2012 </a>,11.00000,Mass,,,2200,0,M0.5,4371.00,0.27,0.33,,,4.00,04h29m41.56s,67.4231674,+26d32m57.80s,26.5493897,134.8460000,13.9800000,8.1780010,12.4961000
128,DS Tuc A b,DS Tuc A,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,8.13826800,,5.700,0.509,<a refstr=NEWTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L..17N/abstract target=ref>Newton et al. 2019</a>,413.17900,<a refstr=BENATTI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...630A..81B/abstract target=ref>Benatti et al. 2019</a>,1.30000,Mass,0.000000,115.83,850,0,G6 V,5428.00,0.96,1.01,0.000,,4.60,23h39m39.71s,354.9154673,-69d11m45.75s,-69.1960430,44.0622000,8.1700000,6.6760000,8.3192600
150,EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,K2,0,19.49221000,0.149300,5.760,0.514,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,27.00000,<a refstr=CHAKRABORTY_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156....3C/abstract target=ref>Chakraborty et al. 2018</a>,0.08495,Mass,0.000000,31.91,817,0,G0,6069.00,1.39,1.17,0.100,[Fe/H],4.22,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565,181.6900000,10.1540000,8.8370000,10.0512000
163,EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016,K2,0,0.57129200,0.013260,1.725,0.154,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,8.21000,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.02583,Mass,0.000000,4670.00,2300,0,G5 V,5532.00,0.99,0.95,0.110,[Fe/H],4.45,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.5900000,12.1010000,10.3440000,11.9535000
164,EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016,K2,0,13.33970000,0.108300,2.836,0.253,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,8.90000,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.02800,Mass,0.130000,70.00,805,0,G5 V,5532.00,0.99,0.95,0.110,[Fe/H],4.45,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.5900000,12.1010000,10.3440000,11.9535000
166,EPIC 246851721 b,EPIC 246851721,2,1,Transit,2018,K2,0,6.18023500,0.072290,11.781,1.051,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..250Y/abstract target=ref>Yu et al. 2018</a>,953.49000,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..250Y/abstract target=ref>Yu et al. 2018</a>,3.00000,Mass,,642.00,1401,0,F5 V,6202.00,1.59,1.32,0.141,[Fe/H],4.16,05h15m40.76s,78.9198197,+16d16m43.32s,16.2786991,372.6320000,11.2370000,9.8930000,11.2549000
167,EPIC 248847494 b,EPIC 248847494,1,1,Transit,2018,K2,0,3650.00000000,4.500000,12.442,1.110,<a refstr=GILES_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615L..13G/abstract target=ref>Giles et al. 2018</a>,4131.79000,<a refstr=GILES_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615L..13G/abstract target=ref>Giles et al. 2018</a>,13.00000,Mass,0.000000,0.19,183,0,,4898.00,2.70,0.90,-0.230,[Fe/H],3.52,10h37m33.38s,159.3890808,+11d50m33.89s,11.8427484,551.8860000,12.3530000,10.1480000,12.1722000
168,EPIC 249893012 b,EPIC 249893012,1,3,Transit,2020,K2,0,3.59510000,0.047000,1.950,0.174,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,8.75000,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,0.02753,Mass,0.060000,1037.00,1616,0,G8 IV/V,5430.00,1.71,1.05,0.200,[Fe/H],3.99,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.2960000,11.4290000,9.7140000,11.4019000
169,EPIC 249893012 c,EPIC 249893012,1,3,Transit,2020,K2,0,15.62400000,0.130000,3.670,0.327,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,14.67000,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,0.04616,Mass,0.070000,160.00,990,0,G8 IV/V,5430.00,1.71,1.05,0.200,[Fe/H],3.99,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.2960000,11.4290000,9.7140000,11.4019000
170,EPIC 249893012 d,EPIC 249893012,1,3,Transit,2020,K2,0,35.74700000,0.220000,3.940,0.352,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,10.18000,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,0.03203,Mass,0.150000,53.00,752,0,G8 IV/V,5430.00,1.71,1.05,0.200,[Fe/H],3.99,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.2960000,11.4290000,9.7140000,11.4019000
174,G 9-40 b,G 9-40,1,1,Transit,2019,K2,0,5.74600700,0.038500,2.025,0.181,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..100S/abstract target=ref>Stefansson et al. 2020</a>,11.70000,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..100S/abstract target=ref>Stefansson et al. 2020</a>,0.03681,Mass,0.000000,7.20,456,0,M2.5 V,3348.00,0.31,0.29,0.040,[Fe/H],4.93,08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961,27.9276000,13.8210000,9.1900000,12.7331000
180,GJ 1132 b,GJ 1132,1,2,Transit,2015,Cerro Tololo Inter-American Observatory,0,1.62893100,0.015300,1.130,0.101,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.142B/abstract target=ref>Bonfils et al. 2018</a>,1.66000,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.142B/abstract target=ref>Bonfils et al. 2018</a>,0.00522,Mass,0.220000,20.96,529,0,M4.5 V,3270.00,0.21,0.18,-0.120,[Fe/H],4.88,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,12.6130000,13.6800000,8.3220000,12.1380000
185,GJ 1214 b,GJ 1214,1,1,Transit,2009,MEarth Project,0,1.58040433,0.014900,2.742,0.245,<a refstr=CLOUTIER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210714732C/abstract target=ref>Cloutier et al. 2021</a>,8.17000,<a refstr=CLOUTIER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210714732C/abstract target=ref>Cloutier et al. 2021</a>,0.02571,Mass,0.063000,21.00,596,0,M4 V,3250.00,0.21,0.18,0.290,[Fe/H],5.03,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795,14.6427000,15.1000000,8.7820000,13.0089000
186,GJ 1252 b,GJ 1252,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,0.51824160,0.009150,1.180,0.105,<a refstr=CROSSFIELD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220809479C/abstract target=ref>Crossfield et al. 2022</a>,1.32000,<a refstr=CROSSFIELD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220809479C/abstract target=ref>Crossfield et al. 2022</a>,0.00415,Mass,0.000000,233.00,1089,0,M3,3458.00,0.39,0.38,0.100,[Fe/H],4.89,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865,20.3730000,12.6800000,7.9150000,11.2364000
188,GJ 143 b,GJ 143,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,35.61253000,0.191500,2.610,0.233,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,22.70000,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,0.07142,Mass,0.188000,3.37,422,0,K4.5,4640.00,0.70,0.73,0.003,[Fe/H],4.61,03h27m00.05s,51.7501882,-63d30m00.60s,-63.5001660,16.3200000,8.0800000,5.3750000,7.6790600
210,GJ 3090 b,GJ 3090,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.85313600,0.031650,2.130,0.190,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,3.34000,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,0.01051,Mass,0.320000,42.23,693,0,M2 V,3556.00,0.52,0.52,-0.060,[Fe/H],4.73,01h21m45.22s,20.4384281,-46d42m53.00s,-46.7147234,22.4751000,11.4030000,7.2940000,10.5521000
226,GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,La Silla Observatory,0,3.33664960,0.035500,4.570,0.408,<a refstr=AWIPHAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.2574A/abstract target=ref>Awiphan et al. 2016</a>,13.90000,<a refstr=AWIPHAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.2574A/abstract target=ref>Awiphan et al. 2016</a>,0.04373,Mass,0.017000,40.58,594,0,M1.5,3600.00,0.55,0.54,0.200,[Fe/H],4.70,07h59m05.64s,119.7735021,+15d23m28.35s,15.3912090,29.4214000,12.3320000,7.9890000,11.3537000
227,GJ 3473 b,GJ 3473,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,1.19800350,0.015890,1.264,0.113,<a refstr=KEMMER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.236K/abstract target=ref>Kemmer et al. 2020</a>,1.86000,<a refstr=KEMMER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.236K/abstract target=ref>Kemmer et al. 2020</a>,0.00585,Mass,0.000000,59.40,773,0,M4,3347.00,0.36,0.36,0.110,[Fe/H],4.81,08h02m22.47s,120.5936065,+03d20m13.79s,3.3371629,27.3644000,13.7400000,8.8290010,12.4650000
231,GJ 357 b,GJ 357,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,3.93072000,0.035000,1.217,0.109,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>,1.84000,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>,0.00579,Mass,,12.60,525,0,M2.5 V,3505.00,0.34,0.34,-0.120,[Fe/H],4.94,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.4418100,10.9100000,6.4750000,9.8803600
235,GJ 367 b,GJ 367,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,0.32196200,0.007100,0.718,0.064,<a refstr=LAM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...374.1271L/abstract target=ref>Lam et al. 2021</a>,0.54600,<a refstr=LAM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...374.1271L/abstract target=ref>Lam et al. 2021</a>,0.00172,Mass,0.000000,469.44,1745,0,M1.0 V,3522.00,0.46,0.45,-0.010,[Fe/H],4.78,09h44m29.15s,146.1214640,-45d46m44.46s,-45.7790165,9.4126300,10.1530000,5.7800000,9.1515900
237,GJ 3929 b,GJ 3929,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.61623500,0.025200,1.090,0.097,<a refstr=BEARD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220710672B/abstract target=ref>Beard et al. 2022</a>,1.75000,<a refstr=BEARD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220710672B/abstract target=ref>Beard et al. 2022</a>,0.00551,Mass,0.000000,17.30,568,0,M3.5 V,3384.00,0.32,0.31,-0.020,[Fe/H],4.89,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,15.8095000,12.6750000,7.8690000,11.5109000
244,GJ 414 A b,GJ 414 A,2,2,Radial Velocity,2021,W. M. Keck Observatory,0,50.80000000,0.232400,2.630,0.235,<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>,7.60000,<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>,0.02391,Msini,0.450000,,309,0,K7 V,4120.00,0.68,0.65,0.240,[Fe/H],4.65,11h11m05.88s,167.7745044,+30d26m42.61s,30.4451688,11.8893000,8.3100000,4.9790000,7.7280800
245,GJ 414 A c,GJ 414 A,2,2,Radial Velocity,2021,W. M. Keck Observatory,0,749.83000000,1.400000,8.400,0.749,<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>,53.83000,<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>,0.16937,Msini,0.105000,,125,0,K7 V,4120.00,0.68,0.65,0.240,[Fe/H],4.65,11h11m05.88s,167.7745044,+30d26m42.61s,30.4451688,11.8893000,8.3100000,4.9790000,7.7280800
251,GJ 436 b,GJ 436,1,1,Radial Velocity,2004,W. M. Keck Observatory,0,2.64388312,0.029100,4.170,0.372,<a refstr=MACIEJEWSKI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AcA....64..323M/abstract target=ref>Maciejewski et al. 2014</a>,22.10000,<a refstr=MACIEJEWSKI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AcA....64..323M/abstract target=ref>Maciejewski et al. 2014</a>,0.07000,Mass,0.138270,29.43,686,0,M2.5 V,3586.11,0.46,0.47,0.099,[Fe/H],4.79,11h42m12.13s,175.5505363,+26d42m11.04s,26.7030669,9.7532100,10.6700000,6.0730000,9.5714800
254,GJ 486 b,GJ 486,1,1,Radial Velocity,2021,Calar Alto Observatory,0,1.46711900,0.017340,1.305,0.116,<a refstr=TRIFONOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...371.1038T/abstract target=ref>Trifonov et al. 2021</a>,2.82000,<a refstr=TRIFONOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...371.1038T/abstract target=ref>Trifonov et al. 2021</a>,0.00887,Mass,0.050000,40.30,701,0,M3.5 V,3340.00,0.33,0.32,0.070,[Fe/H],4.89,12h47m55.57s,191.9815310,+09d44m57.91s,9.7494181,8.0742600,11.3900000,6.3620000,10.0940000
296,GJ 9827 b,GJ 9827,1,3,Transit,2017,K2,0,1.20898190,0.018800,1.577,0.141,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,5.14000,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.01617,Mass,0.063000,318.00,1175,0,K6 V,4305.00,0.60,0.61,-0.260,[Fe/H],4.66,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.6610000,10.3700000,7.1930000,9.8377300
